genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Parakrithella,23.030,20.430,1,0,NaN
Paralbertella,516.000,513.000,1,0,NaN
Paralegoceras,295.000,279.500,1,0,NaN
Paralejurus,416.000,402.500,16,0,NaN
Paralenorthis,488.300,443.700,15,2,0.1407
Paralenticeras,93.500,83.500,3,0,NaN
Paralepismatina,247.200,242.000,12,7,0.0064
Paralimnocythere,15.970,11.608,1,0,NaN
Paralioclema,290.100,205.600,24,2,0.0061
Paraliospira,452.000,445.600,39,0,NaN
Paralithostrotion,298.900,295.000,1,0,NaN
Parallelodon,364.700,155.700,303,83,0.0132
Parallelopora,421.300,382.400,39,9,0.0858
Parallelora,364.700,345.300,4,0,NaN
Parallelostroma,436.000,383.700,52,18,0.1376
Parallelostrophia,488.300,478.600,3,3,0.1526
Paralleynia,298.900,279.500,4,3,0.0517
Paralobites,235.000,221.500,2,0,NaN
Paralyttonia,272.500,268.000,6,6,0.0165
Paramacrocypris,290.100,252.300,8,0,NaN
Paramammites,93.500,89.300,1,0,NaN
Paramarginifera,298.900,279.500,2,0,NaN
Paramecephalus,513.000,501.000,2,0,NaN
Paramedlicottia,290.100,279.500,2,0,NaN
Paramegalaspis,478.600,466.000,1,0,NaN
Paramegalodus,221.500,205.600,3,0,NaN
Paramelocrinus,422.900,416.000,1,0,NaN
Paramentzelia,235.000,221.500,1,0,NaN
Paramesolobus,306.950,268.000,9,6,0.0331
Parametacoceras,313.800,252.300,4,0,NaN
Parametaria,11.608,2.588,5,3,0.0763
Parametopaster,89.300,70.600,2,0,NaN
Paramiamoceras,471.800,466.000,1,1,0.0217
Paramicroderoceras,196.500,183.000,10,0,NaN
Paramodiola,460.900,449.500,1,0,NaN
Paramonticulifera,268.000,265.000,1,0,NaN
Paramontlivaltia,167.700,93.500,8,1,0.0300
Paramphicrinus,305.900,303.400,7,7,0.0103
Paramphipora,421.300,370.600,28,0,NaN
Paramplexoides,445.600,436.000,2,0,NaN
Paramusculus,28.400,23.030,1,0,NaN
Paramytilarca,455.800,443.700,5,5,0.0057
Paranacyathus,530.000,513.000,40,0,NaN
Paranannites,251.300,247.200,22,1,0.1071
Paranarcestes,416.000,391.900,1,0,NaN
Paranautilus,259.000,215.560,6,1,0.5000
Paranevadites,247.200,242.000,1,0,NaN
Parangularia,232.000,205.600,2,0,NaN
Paranomia,70.600,61.700,2,0,NaN
Paranorella,279.500,265.000,4,1,0.0004
Paranorites,252.300,247.200,6,1,0.5000
Paranorwoodia,498.500,488.300,3,0,NaN
Paranotacythere,164.700,161.200,1,0,NaN
Paranowakia,416.000,412.300,10,0,NaN
Parantiptychia,247.200,242.000,3,0,NaN
Paraoligorhyncha,460.900,449.500,1,0,NaN
Paraonychoplecia,460.900,455.800,2,0,NaN
Paraorthotetina,259.000,252.300,4,0,NaN
Parapachydiscus,70.600,65.500,19,0,NaN
Parapagetia,520.000,516.000,1,0,NaN
Parapallasiceras,150.800,145.500,2,0,NaN
Paraparchitella,295.000,290.100,1,0,NaN
Paraparchites,471.800,252.300,102,7,0.0950
Parapavona,326.400,318.100,1,0,NaN
Parapenascoceras,279.500,268.000,14,1,0.3333
Parapernerocrinus,412.300,409.100,2,0,NaN
Paraperrinites,295.000,279.500,3,0,NaN
Paraphillipsia,298.900,254.000,10,1,0.0021
Paraphillipsinella,466.000,445.600,13,0,NaN
Paraphorhynchus,364.700,353.800,7,0,NaN
Paraphyllogyra,189.600,183.000,1,1,0.0135
Parapilekia,488.300,468.100,5,0,NaN
Parapiloceras,478.600,466.000,3,0,NaN
Paraplacocoenia,122.460,61.700,16,4,0.0487
Paraplatyrhomboides,468.100,460.900,2,0,NaN
Paraplatyschisma,290.100,279.500,2,2,0.0144
Paraplethopeltis,488.300,478.600,9,0,NaN
Parapleurosmilia,189.600,183.000,1,1,1.0000
Paraplicanoplia,391.900,388.100,3,0,NaN
Paraplicatifera,279.500,265.000,5,0,NaN
Parapliomera,488.300,466.000,6,0,NaN
Paraplocia,93.500,89.300,4,0,NaN
Parapoliella,516.000,513.000,1,0,NaN
Parapolypora,290.100,259.000,11,0,NaN
Parapolytremacis,93.500,15.970,23,4,0.0332
Paraporcellia,412.300,383.700,3,0,NaN
Parapoulsenia,513.000,501.000,1,0,NaN
Parapronorites,279.500,265.000,4,1,0.0769
Paraprosopon,268.000,265.000,1,0,NaN
Parapsolus,112.030,99.600,1,1,0.0667
Paraptylopora,290.100,279.500,1,0,NaN
Parapugnax,416.000,376.100,20,2,0.0045
Parapulchratia,272.500,252.300,4,0,NaN
Parapuzosia,99.600,70.600,10,2,0.0563
Parapygus,85.800,83.500,1,0,NaN
Parapyxion,457.500,452.000,7,0,NaN
Pararachnastraea,298.900,272.500,62,0,NaN
Pararaconus,516.000,513.000,1,0,NaN
Pararaia,520.000,513.000,10,0,NaN
Pararaphistoma,471.800,445.600,22,0,NaN
Pararcestes,221.500,205.600,1,0,NaN
Pararchaeocrinus,460.900,449.500,1,1,0.0482
Pararhizophyllum,416.000,412.300,1,0,NaN
Pararotasaccus,268.000,265.000,1,0,NaN
Parasalenia,23.030,15.970,1,0,NaN
Parasarcolites,70.600,65.500,3,0,NaN
Parasaynoceras,130.000,125.450,3,3,0.0434
Paraschartymites,318.100,314.600,12,12,0.0362
Paraschistoceras,303.400,298.900,1,0,NaN
Paraschizodus,279.500,252.300,2,0,NaN
Paraschmidtella,488.300,416.000,13,0,NaN
Parascutella,33.900,15.970,2,0,NaN
Parascytalocrinus,345.300,342.800,2,2,0.0052
Parasilphites,150.800,145.500,1,1,0.0053
Parasimplastrea,5.332,1.8,6,0,NaN
Parasiphonophyllia,364.700,360.700,1,0,NaN
Parasmilia,150.800,7.246,32,1,0.0217
Parasmiliopsis,105.300,99.600,1,1,0.1000
Parasmithiphyllum,379.500,376.100,3,0,NaN
Parasmittina,0.00944,0.007145,5,0,NaN
Parasolenopleura,507.000,504.000,5,2,0.1066
Paraspelaeum,83.500,70.600,1,1,0.0116
Parasphaerorthoceras,421.300,418.700,1,1,0.0023
Paraspidites,251.300,247.200,1,0,NaN
Paraspidoceras,161.200,155.700,1,0,NaN
Paraspiriferina,298.900,252.300,162,17,0.0079
Paraspiticeras,136.400,125.450,6,1,0.1034
Parastarte,3.600,2.588,1,0,NaN
Parasteleopteron,150.800,145.500,1,0,NaN
Parastelliporella,449.500,443.700,1,0,NaN
Parastenodiscus,265.000,259.000,8,5,0.0719
Parastenophlebia,150.800,145.500,2,1,1.0000
Parastraeomorpha,221.500,201.600,11,5,0.0310
Parastraeopora,48.600,37.200,1,1,0.0073
Parastrenoceras,171.600,167.700,1,0,NaN
Parastriatopora,449.500,391.900,41,1,0.3333
Parastringocephalus,391.900,383.700,3,0,NaN
Parastroma,70.600,65.500,3,0,NaN
Parastromatopora,155.700,145.500,25,0,NaN
Parastrophina,471.800,418.700,47,18,0.1003
Parastrophinella,457.500,422.900,19,0,NaN
Parastrophonella,391.900,383.700,11,0,NaN
Parastrosclera,268.000,265.000,5,0,NaN
Parastylothalamia,221.500,215.560,1,0,NaN
Parasulcatinella,247.200,242.000,2,0,NaN
Parasunophyllum,388.100,383.700,1,0,NaN
Parasynastraea,83.500,70.600,1,0,NaN
Parasyrinx,28.400,23.030,2,0,NaN
Paraszechuanella,488.300,468.100,20,1,0.6667
Paratainonautilus,254.000,252.300,1,0,NaN
Paratetradium,460.900,449.500,1,0,NaN
Paratexanites,89.300,85.800,2,0,NaN
Parathecosmilia,215.560,183.000,22,11,0.2059
Parathetidicrinus,295.000,290.100,1,0,NaN
Parathisbites,235.000,221.500,1,0,NaN
Parathyridina,171.600,167.700,1,0,NaN
Parathyrisina,409.100,402.500,1,0,NaN
Paratibetites,235.000,221.500,1,0,NaN
Paratimorocidaris,290.100,279.500,1,0,NaN
Paratirolites,259.000,252.300,46,3,0.1587
Paratornoceras,370.600,364.700,1,0,NaN
Paratrachyceras,242.000,235.000,2,0,NaN
Paratrochocyathus,109.000,61.700,7,5,0.2490
Paratropidoceras,189.600,183.000,1,0,NaN
Paratropites,232.000,221.500,5,0,NaN
Paratubuliella,161.200,150.800,1,0,NaN
Paraturrilites,99.600,93.500,2,0,NaN
Parauvanella,290.100,201.600,128,3,0.3467
Paravascoceras,99.600,89.300,10,0,NaN
Paravesicocaulis,242.000,201.600,17,1,0.5000
Paravolzeia,235.000,221.500,1,0,NaN
Parawentzelella,272.500,259.000,16,1,0.0667
Parawentzellophyllum,295.000,290.100,6,0,NaN
Parazeacrinites,336.000,326.400,7,0,NaN
Parazhenbaspis,516.000,513.000,3,0,NaN
Paraziboaspis,516.000,513.000,6,0,NaN
Parazophocrinus,422.900,418.700,2,1,0.0034
Parazyga,388.100,383.700,2,0,NaN
Pardailhania,513.000,501.000,1,0,NaN
Parehmania,513.000,501.000,1,1,0.5000
Parellisina,3.600,0.007145,4,0,NaN
Parengonoceras,112.030,99.600,20,0,NaN
Parenteletes,303.400,265.000,18,1,0.0238
Parenthatia,471.800,449.500,9,0,NaN
Parepismilia,161.200,122.460,4,2,0.0106
Paretallonia,140.200,93.500,6,1,0.0348
Parethelocrinus,290.100,279.500,3,3,0.0077
Parethmophyllum,516.000,513.000,2,0,NaN
Pareuchelus,65.500,61.700,2,1,0.0000
Pareudea,235.000,145.500,19,0,NaN
Pareuloma,488.300,478.600,1,0,NaN
Pareynia,339.400,326.400,2,0,NaN
Parillaenus,457.500,443.700,2,1,0.2264
Parisastraea,167.700,164.700,2,0,NaN
Parisculites,232.000,221.500,1,0,NaN
Parisis,37.200,15.900,6,2,0.0269
Parisoceraurus,449.500,445.600,2,0,NaN
Parisocrinus,416.000,360.700,4,0,NaN
Parkesolithus,460.900,449.500,3,0,NaN
Parkinsonia,171.600,164.700,25,0,NaN
Parkula,520.000,513.000,24,5,0.0235
Parmicorbula,83.500,70.600,3,3,0.0787
Parmorthina,416.000,412.300,1,0,NaN
Parmula,436.000,428.200,1,0,NaN
Parodontoceras,150.800,145.500,8,0,NaN
Paromalomena,445.600,443.700,2,0,NaN
Paromoeopygma,376.100,370.600,1,1,0.0909
Paromphalus,279.500,272.500,1,0,NaN
Paronarhynchia,189.600,183.000,4,4,0.0439
Paronella,89.300,83.500,1,0,NaN
Paroniceras,182.000,175.600,10,0,NaN
Parsimonia,140.200,136.400,2,0,NaN
Partschiceras,196.500,183.000,99,61,0.0547
Parulocrinus,279.500,272.500,1,0,NaN
Parulrichia,416.000,416.000,1,0,NaN
Parussuria,251.300,247.200,7,0,NaN
Paruvanella,254.000,252.300,1,0,NaN
Parvamussium,242.000,61.700,38,35,0.0350
Parvanachis,0.126,0.012,1,1,0.0009
Parvaxon,339.400,318.100,1,0,NaN
Parvicardium,65.500,0.012,10,3,0.0017
Parvicidaris,221.500,201.600,2,0,NaN
Parvigena,445.600,443.700,1,0,NaN
Parvikirkbya,259.000,254.000,1,0,NaN
Parvilucina,65.500,0.121,12,3,0.0097
Parvirhynchia,171.600,161.200,8,4,0.1734
Parvohallopora,452.000,443.700,105,90,0.1123
Paryphella,259.000,251.300,23,0,NaN
Pascahinnites,0.125,0.125,1,0,NaN
Passalocrinus,428.200,418.700,5,0,NaN
Passaloteuthis,189.600,183.000,1,0,NaN
Passendorferia,161.200,155.700,21,0,NaN
Patagiosites,83.500,70.600,3,0,NaN
Patella,272.500,0.12,28,4,0.0016
Patellacythere,167.700,164.700,1,0,NaN
Patellilabia,339.400,252.300,25,18,0.0318
Patelliocrinus,443.700,422.900,6,0,NaN
Patellispongia,471.800,426.200,26,3,0.1470
Patelloida,0.121,0.121,5,3,0.0043
Pateraspis,463.500,460.900,2,0,NaN
Paterimitra,520.000,513.000,6,0,NaN
Paterina,530.000,452.000,6,2,0.0090
Paterula,471.800,449.500,6,0,NaN
Patriaspirifer,416.000,391.900,1,0,NaN
Patruliusiceras,130.000,125.450,1,1,0.1724
Pattalophyllia,70.600,15.970,33,3,0.0140
Pattersonia,452.000,265.000,6,0,NaN
Patulopora,167.700,164.700,1,0,NaN
Paucicrura,488.300,443.700,93,37,0.1448
Paucipora,279.500,272.500,1,0,NaN
Paucispinauria,290.100,254.000,2,0,NaN
Paucispinifera,306.950,259.000,62,5,0.0017
Paulocrinus,428.200,422.900,1,0,NaN
Paulotropites,232.000,221.500,2,0,NaN
Paupospira,452.000,443.700,116,18,0.3096
Paurocidaris,235.000,221.500,1,1,0.0252
Paurogastroderhynchus,376.100,360.700,1,0,NaN
Pauropegma,488.300,472.000,10,0,NaN
Paurorhyncha,364.700,360.700,11,0,NaN
Paurorthis,501.000,443.700,35,6,0.1092
Pavastehphyllum,298.900,259.000,10,0,NaN
Pavona,61.700,0.00021,206,15,0.0493
Pchelinsevia,99.600,93.500,11,10,0.1506
Peasiella,33.900,28.400,1,0,NaN
Pecchiolia,40.400,28.400,2,0,NaN
Pecten,360.700,0.11,266,4,0.0158
Pectenospira,460.900,445.600,6,5,0.0424
Pectenura,409.100,382.400,5,0,NaN
Pectinia,0.781,0.005,8,0,NaN
Pectocythere,0.012,0.000,1,0,NaN
Pedicularia,37.200,33.900,1,0,NaN
Pediculicaudina,268.000,265.000,1,0,NaN
Pedina,171.600,155.700,3,2,0.0511
Pedinocrinus,336.000,326.400,1,0,NaN
Pedinopariops,388.100,383.700,2,0,NaN
Pedinopsis,99.600,93.500,1,1,0.0039
Pedipes,0.126,0.012,1,0,NaN
Pedomphalella,460.900,449.500,11,0,NaN
Pedrocheotheca,520.000,516.000,1,0,NaN
Peelerophon,488.300,463.500,4,0,NaN
Pegmavalvula,279.500,247.200,15,3,0.0017
Peilinia,105.300,99.600,14,0,NaN
Peiragraptus,449.500,443.700,1,0,NaN
Peiraphyllum,295.000,290.100,2,0,NaN
Pelagiella,530.000,488.300,156,17,0.1522
Pelanodiadema,171.600,167.700,1,1,0.1909
Pelecocrinus,360.700,326.400,7,3,0.0371
Pelecyora,55.800,5.332,8,2,0.1370
Peleicostella,412.300,409.100,1,0,NaN
Pelicaspongia,422.900,370.600,10,1,0.3226
Pelidocrinus,422.900,418.700,3,0,NaN
Pellecrinus,360.700,353.800,1,1,0.0204
Pelmanella,516.000,513.000,1,1,0.1189
Pelmatopora,65.500,61.700,1,1,0.0041
Peltabellia,488.300,471.800,14,7,0.6209
Peltacrinus,460.900,449.500,1,1,0.0321
Peltichia,272.500,252.300,38,5,0.0736
Peltoceras,164.700,161.200,6,0,NaN
Peltoceratoides,161.200,155.700,2,0,NaN
Peltocrioceras,125.450,112.030,1,0,NaN
Peltura,488.300,478.600,2,0,NaN
Pemmatites,268.000,265.000,2,0,NaN
Pemphigaspis,501.000,488.300,4,0,NaN
Pemphix,242.000,235.000,2,1,0.0149
Pemphocystis,445.600,443.700,1,0,NaN
Penaceras,125.450,112.030,1,0,NaN
Penascoceras,272.500,268.000,4,1,0.3333
Peneckiella,388.100,376.100,42,0,NaN
Penhsioceras,478.600,466.000,1,0,NaN
Penicillicrinus,460.900,449.500,1,1,0.0036
Penicillus,0.126,0.012,1,0,NaN
Peniculauris,295.000,252.300,68,12,0.1071
Penion,65.500,48.600,2,1,0.0625
Penniretepora,388.100,254.000,71,1,0.0255
Pensacola,520.000,513.000,4,0,NaN
Pentacoenia,130.000,105.300,18,11,0.0241
Pentacrinites,189.600,33.900,4,1,0.0909
Pentacrinus,247.200,61.700,29,1,0.2500
Pentactinella,242.000,235.000,1,1,0.0816
Pentaditrupa,85.800,83.500,1,0,NaN
Pentagonia,391.900,388.100,17,4,0.1283
Pentagonoceras,254.000,252.300,7,0,NaN
Pentagonocyclicus,463.500,388.100,12,0,NaN
Pentagonodiscus,189.600,183.000,4,4,0.0310
Pentagonopterix,311.450,306.950,1,0,NaN
Pentalina,468.100,460.900,1,0,NaN
Pentamerella,391.900,383.700,40,7,0.0413
Pentameroceras,428.200,418.700,8,0,NaN
Pentameroides,439.000,426.200,43,13,0.6240
Pentamerus,443.700,416.000,66,18,0.7352
Pentamplexus,259.000,254.000,1,0,NaN
Pentaphyllum,314.600,252.300,69,1,0.0116
Pentaramicrinus,326.400,318.100,2,0,NaN
Pentaridica,318.100,306.950,2,0,NaN
Pentaserpula,167.700,155.700,3,1,0.0140
Pentasmilia,247.200,242.000,1,0,NaN
Pentasteria,171.600,145.500,8,4,0.1242
Pentaxocrinus,290.100,279.500,2,2,0.0054
Pentithyris,161.200,155.700,1,0,NaN
Pentlandella,443.700,422.900,1,0,NaN
Pentlandina,436.000,426.200,16,0,NaN
Pentremites,360.700,318.100,115,39,0.0157
Pentremitidea,391.900,383.700,1,0,NaN
Pentremoblastus,360.700,353.800,1,0,NaN
Peplosmilia,171.600,61.700,21,3,0.0189
Peponocyathus,15.970,0.082,6,3,0.1696
Peracheilus,498.500,488.300,11,0,NaN
Perampliata,161.200,155.700,4,4,0.0148
Peraspis,471.800,460.900,8,0,NaN
Peratagnostus,501.000,498.500,2,0,NaN
Perditocardinia,360.700,298.900,12,0,NaN
Peregrinicyathus,516.000,513.000,2,0,NaN
Perexigupyge,360.700,353.800,2,0,NaN
Perfodiastopora,136.400,130.000,18,1,0.1489
Pergamidia,235.000,221.500,1,0,NaN
Periallus,252.300,247.200,3,0,NaN
Periarchus,40.400,33.900,6,0,NaN
Periaster,99.600,70.600,11,10,0.0766
Periaulax,70.600,65.500,1,1,0.0312
Periclaraia,251.300,247.200,6,0,NaN
Pericosmus,15.970,13.650,1,0,NaN
Pericospira,318.100,306.950,2,0,NaN
Peridalejina,416.000,388.100,1,0,NaN
Periechocrinus,436.000,345.300,36,0,NaN
Perigeyerella,290.100,252.300,83,31,0.0964
Periglypta,33.900,0.119,78,1,0.0006
Periglyptocrinus,460.900,449.500,2,0,NaN
Perigrammoceras,318.100,314.600,1,0,NaN
Perimecocoelia,471.800,460.900,1,0,NaN
Perimestocrinus,290.100,272.500,5,4,0.0060
Peringiella,11.608,5.332,1,0,NaN
Periomipora,161.200,150.800,4,0,NaN
Peripaedium,391.900,383.700,7,0,NaN
Peripetoceras,259.000,252.300,22,0,NaN
Periphragella,161.200,70.600,6,4,0.0612
Periplectum,83.500,70.600,1,1,0.0146
Peripleurites,205.600,201.600,1,0,NaN
Periploma,70.600,0.012,3,2,0.0014
Perischoclonus,471.800,457.500,3,0,NaN
Periseris,171.600,93.500,59,6,0.0177
Perisphinctes,161.200,150.800,105,6,0.0140
Perissocoelia,456.100,443.700,4,0,NaN
Perissolax,61.700,58.700,1,1,0.0016
Perissopliomera,488.300,457.500,2,0,NaN
Perissoptera,112.030,65.500,5,4,0.0088
Perissopyge,516.000,513.000,6,3,0.2409
Peristernia,23.030,0.119,20,2,0.0994
Peritrochia,295.000,279.500,1,0,NaN
Permanomia,279.500,265.000,9,1,0.0000
Permartella,279.500,272.500,1,0,NaN
Permastraea,295.000,279.500,35,0,NaN
Permasyrinx,290.100,279.500,9,5,0.0226
Permianella,254.000,252.300,2,0,NaN
Permicola,265.000,259.000,5,0,NaN
Permocerithium,265.000,259.000,2,2,0.0031
Permochonetes,295.000,290.100,5,5,0.0890
Permocidaris,259.000,242.000,6,1,0.1500
Permocorynella,268.000,205.600,20,8,0.0408
Permoheloclema,290.100,254.000,13,2,1.0000
Permokegelites,259.000,252.300,4,0,NaN
Permolioclema,265.000,259.000,3,1,0.0121
Permonautilus,259.000,252.300,3,0,NaN
Permoperna,265.000,252.300,9,1,0.0126
Permophorus,339.400,201.600,162,49,0.0393
Permophricodothyris,298.900,252.300,223,64,0.1739
Permopora,272.500,259.000,2,1,0.0061
Permoproetus,272.500,265.000,6,0,NaN
Permorthotetes,295.000,272.500,6,5,0.3439
Permosoma,268.000,252.300,8,0,NaN
Permostroma,268.000,265.000,1,0,NaN
Permoyoungiella,298.900,252.300,6,0,NaN
Permundaria,272.500,254.000,10,2,0.5000
Perna,201.600,23.030,7,0,NaN
Perneratia,416.000,412.300,2,2,0.3203
Pernerocrinus,412.300,409.100,3,0,NaN
Pernodoceras,254.000,252.300,2,0,NaN
Pernopecten,360.700,247.200,43,0,NaN
Pernotrochus,272.500,268.000,1,1,1.0000
Peronella,235.000,33.900,8,0,NaN
Peroniaster,83.500,70.600,1,0,NaN
Peroniceras,89.300,85.800,8,1,0.0152
Peronidella,279.500,83.500,141,13,0.0579
Peronoceras,182.000,175.600,2,0,NaN
Peronopora,468.100,445.600,44,0,NaN
Peronopsis,516.000,498.500,26,2,0.3684
Perotrochus,175.600,171.600,1,0,NaN
Perrinia,37.200,0.000,3,0,NaN
Perrinites,290.100,268.000,63,2,0.4961
Perrona,13.650,7.246,9,0,NaN
Perryconcha,412.300,409.100,3,1,0.0909
Perryus,436.000,428.200,4,0,NaN
Persia,360.700,201.600,10,0,NaN
Persicula,37.200,5.332,6,0,NaN
Persististrombus,33.900,0.012,26,1,0.3600
Perunaspis,412.300,409.100,5,0,NaN
Perunautilus,221.500,205.600,1,1,0.7500
Peruniscus,478.600,460.900,7,5,0.0949
Perunocrinus,412.300,409.100,1,0,NaN
Peruvispira,345.000,252.300,34,25,0.0519
Pervinquieria,105.300,99.600,5,5,0.0020
Petalaxis,326.400,279.500,62,1,0.1818
Petalobrissus,93.500,89.300,5,2,0.5523
Petaloconchus,23.030,0.007145,38,25,0.0434
Petalocrinus,436.000,426.200,15,0,NaN
Petalocystites,471.800,457.500,1,0,NaN
Petalopora,136.400,83.500,7,3,0.0630
Petaloporella,412.300,409.100,1,0,NaN
Petalothyris,175.600,171.600,1,0,NaN
Petasmaia,279.500,272.500,7,0,NaN
Petasmatherus,290.100,265.000,15,1,0.0216
Petasobairdia,265.000,242.000,88,0,NaN
Petigopora,452.000,449.500,8,0,NaN
Petigurus,471.800,468.100,62,41,0.4280
Petinospiriferina,298.900,254.000,2,2,0.0036
Petkovicia,93.500,65.500,6,0,NaN
Petraia,443.700,416.000,1,0,NaN
Petraphyllum,272.500,268.000,2,0,NaN
Petraster,452.000,443.700,6,1,0.0001
Petricola,3.600,0.007145,7,0,NaN
Petridiostroma,439.000,391.900,18,0,NaN
Petrochirus,13.650,12.700,1,0,NaN
Petrochus,412.300,383.700,8,2,0.0010
Petrocrania,471.800,265.000,115,79,0.0407
Petrolisthes,13.650,5.332,7,0,NaN
Petronella,409.100,391.900,1,0,NaN
Petrophyllia,2.588,0.126,4,2,0.0745
Petrophylliella,40.400,15.970,8,2,0.0393
Petrozium,443.700,418.700,10,0,NaN
Petschoracrinus,290.100,279.500,1,1,0.0078
Pexidella,247.200,201.600,12,2,0.0011
Pexiphyllum,388.100,383.700,6,0,NaN
Pezantia,83.500,65.500,1,1,0.0013
Phacelepismilia,201.600,196.500,1,0,NaN
Phacellocoenia,122.460,93.500,6,1,0.0870
Phacellopegma,318.100,314.600,1,0,NaN
Phacellophyllum,402.500,376.100,8,0,NaN
Phacelocrinus,336.000,318.100,23,22,0.0048
Phaceloorthis,460.900,455.800,9,1,0.0049
Phacelophyllia,205.600,183.000,12,3,0.1558
Phacelostylophyllum,221.500,183.000,35,13,0.1179
Phacoides,40.400,2.588,44,4,0.0537
Phacops,439.000,360.700,92,7,0.0769
Phaenodesmia,247.200,70.600,10,4,0.0041
Phaenopora,460.900,426.200,50,0,NaN
Phaenoporella,449.500,443.700,1,0,NaN
Phaetonellus,409.100,388.100,10,0,NaN
Phalacroma,488.300,478.600,1,0,NaN
Phalacrus,83.500,70.600,4,0,NaN
Phalagnostus,505.000,501.000,3,0,NaN
Phalium,55.800,0.12,9,0,NaN
Phanassymetria,416.000,416.000,3,0,NaN
Phaneroceras,314.600,306.950,2,0,NaN
Phanerochiderma,161.200,155.700,1,1,0.0952
Phaneroptyxis,145.500,125.450,4,1,0.0064
Phanerostephanus,150.800,145.500,1,0,NaN
Phanerotinus,388.100,342.800,5,2,1.0000
Phanerotrema,443.700,252.300,19,3,0.0023
Phanocrinus,339.400,279.500,52,32,0.0110
Pharciceras,388.100,383.700,7,7,0.0170
Pharetrolites,428.200,418.700,3,0,NaN
Pharkidonotus,306.950,254.000,36,21,0.0595
Pharostoma,457.500,452.000,3,0,NaN
Pharostomina,488.300,478.600,1,0,NaN
Phasianella,201.600,0.125,16,0,NaN
Phasianotrochus,0.126,0.012,1,0,NaN
Phaulactis,449.500,418.700,19,0,NaN
Phelopteria,130.000,65.500,18,18,0.0257
Phenacocyclas,388.100,376.100,3,0,NaN
Phenacovolva,2.588,0.012,1,0,NaN
Phestia,364.700,252.300,43,12,0.0086
Pheugothemis,167.700,164.700,1,1,1.0000
Philbertia,0.012,0.000,1,1,0.0435
Philhedra,455.800,353.800,18,4,0.0053
Phillibole,353.800,342.800,3,0,NaN
Phillipsastrea,402.500,376.100,120,0,NaN
Phillipsia,360.700,268.000,24,2,0.0076
Phillipsinella,466.000,445.600,7,1,0.0023
Phillipsoceras,318.100,314.600,29,29,0.2059
Philocrinus,259.000,254.000,4,0,NaN
Philomedes,268.000,265.000,1,0,NaN
Philyra,15.970,11.608,1,0,NaN
Phimocrinus,428.200,416.000,3,0,NaN
Phisonites,254.000,252.300,5,0,NaN
Phlyctaenium,155.700,150.800,1,0,NaN
Phlyctenophora,15.970,11.608,1,0,NaN
Phlyctia,40.400,37.200,1,1,0.1500
Phlyctiderma,2.588,0.012,1,0,NaN
Phlyseogrammoceras,180.100,175.600,1,0,NaN
Phobetractinia,516.000,501.000,2,0,NaN
Phoenicitoechia,412.300,409.100,2,0,NaN
Phoenixites,379.500,370.600,3,0,NaN
Pholadella,388.100,383.700,4,1,0.3333
Pholadidea,65.500,5.332,2,0,NaN
Pholadomya,205.600,5.332,509,223,0.0214
Pholadopsis,65.500,61.700,2,1,0.0769
Pholas,23.030,15.970,1,0,NaN
Pholidocladia,93.500,70.600,2,0,NaN
Pholidostrophia,439.000,383.700,24,0,NaN
Phoreotropis,498.500,488.300,7,0,NaN
Phorocephala,468.100,455.800,16,6,0.0206
Phos,55.800,0.012,5,2,0.0235
Phosphannulus,542.000,466.000,5,0,NaN
Phractopora,345.300,345.000,2,1,0.0034
Phractoporella,65.500,61.700,1,1,0.0041
Phraethalamia,254.000,205.600,2,0,NaN
Phragmoceras,436.000,416.000,21,0,NaN
Phragmolites,466.000,443.700,85,9,0.0333
Phragmophera,290.100,279.500,1,0,NaN
Phragmorthis,471.800,443.700,16,6,0.0779
Phragmosiphon,488.300,468.100,1,0,NaN
Phragmosmilia,93.500,65.500,5,1,0.0244
Phragmosphaera,388.100,383.700,1,0,NaN
Phragmostrophia,416.000,391.900,10,7,0.0877
Phragmoteuthis,242.000,235.000,1,1,1.0000
Phragmotrypa,247.200,242.000,1,0,NaN
Phrenophoria,318.100,259.000,22,2,0.0074
Phricodoceras,189.600,183.000,4,2,0.0157
Phricodothyris,360.700,252.300,178,49,0.0494
Phrontis,0.126,0.012,1,0,NaN
Phthanoncoceras,471.800,460.900,4,4,0.1735
Phthonia,422.900,383.700,2,1,0.0022
Phylacops,455.800,449.500,5,0,NaN
Phylacterus,498.500,478.600,8,0,NaN
Phyllacanthus,70.600,2.588,15,0,NaN
Phyllangia,33.900,0.781,6,0,NaN
Phyllobrissus,150.800,130.000,66,65,0.0563
Phylloceras,196.500,70.600,201,103,0.1017
Phyllocheilus,171.600,161.200,5,2,0.0012
Phyllocladiscites,247.200,242.000,19,17,0.1987
Phyllocoenia,93.500,85.800,1,0,NaN
Phyllocrinus,136.400,130.000,1,0,NaN
Phyllodermia,85.800,70.600,7,2,0.0795
Phyllodictya,460.900,457.500,10,0,NaN
Phyllograptus,478.600,455.800,21,0,NaN
Phyllogyra,171.600,168.400,1,1,0.0303
Phyllonotus,28.400,0.012,12,2,0.0212
Phyllopachyceras,145.500,112.030,15,1,0.3333
Phyllopora,290.100,254.000,4,1,0.3333
Phylloporina,466.000,422.900,23,3,0.0213
Phyllosmilia,93.500,65.500,15,6,0.0596
